Name,NPCId,NodeIndex,SpeakerName,DialogueText,NodeRequiredWorldFlag,NodeAutoNextNodeIndex,ChoiceIndex,ChoiceText,ChoiceRequiredWorldFlag,ChoiceBlockingWorldFlag,ChoiceNextNodeIndex,OutcomeOrder,RequirementOrder,ChoiceOutcomeType,ChoiceOutcomeWorldFlag,ChoiceOutcomeIntValue,ChoiceOutcomeFloatValue,ChoiceOutcomeTagPayload,ChoiceOutcomeStringPayload,ChoiceRequirementType,ChoiceRequirementTag,ChoiceRequirementThresholdValue,ChoiceRequirementIndicatorType,ChoiceRequirementIndicatorText,ChoiceRequirementIndicatorIcon,bChoiceRequirementShowIndicatorWhenMet
Jijibo_Frightened_Apologize_N06_C01_O00,Jijibo,6,지지보,"다시 말한다. 가까이 오지 마. 내 안테나는 무기가 아니지만, 골목은 내 목소리를 듣는다. 네가 부품 태그를 보면 나는 죽는다.",Dialogue.Jijibo.FrightenedByTeam,-1,1,[페르소나] 부품으로 보지 않겠다고 말한다.,,,45,0,0,SetWorldFlag,Dialogue.Jijibo.FrightenedByTeam,0,0,,,PersonaAtLeast,,35,Persona,Persona 35+,,True
Jijibo_Frightened_Apologize_N06_C01_O01,Jijibo,6,지지보,"다시 말한다. 가까이 오지 마. 내 안테나는 무기가 아니지만, 골목은 내 목소리를 듣는다. 네가 부품 태그를 보면 나는 죽는다.",Dialogue.Jijibo.FrightenedByTeam,-1,1,[페르소나] 부품으로 보지 않겠다고 말한다.,,,45,1,0,SetWorldFlag,Dialogue.Jijibo.TrustLow,1,0,,,PersonaAtLeast,,35,Persona,Persona 35+,,True
Jijibo_Frightened_Apologize_N06_C01_O02,Jijibo,6,지지보,"다시 말한다. 가까이 오지 마. 내 안테나는 무기가 아니지만, 골목은 내 목소리를 듣는다. 네가 부품 태그를 보면 나는 죽는다.",Dialogue.Jijibo.FrightenedByTeam,-1,1,[페르소나] 부품으로 보지 않겠다고 말한다.,,,45,2,0,SetWorldFlag,Dialogue.Jijibo.TradeDone,1,0,,,PersonaAtLeast,,35,Persona,Persona 35+,,True
Jijibo_Frightened_Apologize_N06_C01_O03,Jijibo,6,지지보,"다시 말한다. 가까이 오지 마. 내 안테나는 무기가 아니지만, 골목은 내 목소리를 듣는다. 네가 부품 태그를 보면 나는 죽는다.",Dialogue.Jijibo.FrightenedByTeam,-1,1,[페르소나] 부품으로 보지 않겠다고 말한다.,,,45,3,0,AdjustPersona,,0,2,,,PersonaAtLeast,,35,Persona,Persona 35+,,True
Jijibo_Frightened_ForceInfo_N06_C02_O00,Jijibo,6,지지보,"다시 말한다. 가까이 오지 마. 내 안테나는 무기가 아니지만, 골목은 내 목소리를 듣는다. 네가 부품 태그를 보면 나는 죽는다.",Dialogue.Jijibo.FrightenedByTeam,-1,2,[위협] 숨어 있는 물품 위치를 강제로 알아낸다.,,,21,0,0,SetWorldFlag,Dialogue.Jijibo.FalseSignalSeeded,1,0,,,None,,0,None,,,True
Jijibo_Frightened_ForceInfo_N06_C02_O01,Jijibo,6,지지보,"다시 말한다. 가까이 오지 마. 내 안테나는 무기가 아니지만, 골목은 내 목소리를 듣는다. 네가 부품 태그를 보면 나는 죽는다.",Dialogue.Jijibo.FrightenedByTeam,-1,2,[위협] 숨어 있는 물품 위치를 강제로 알아낸다.,,,21,1,0,Custom,,0,0,,RevealMapMarker=GenericLoot.False;SpawnAlert=Residential.CanRobot;MotherSuspicionDelta=2,None,,0,None,,,True
Jijibo_Frightened_ForceInfo_N06_C02_O02,Jijibo,6,지지보,"다시 말한다. 가까이 오지 마. 내 안테나는 무기가 아니지만, 골목은 내 목소리를 듣는다. 네가 부품 태그를 보면 나는 죽는다.",Dialogue.Jijibo.FrightenedByTeam,-1,2,[위협] 숨어 있는 물품 위치를 강제로 알아낸다.,,,21,2,0,AdjustPersona,,0,-3,,,None,,0,None,,,True
Jijibo_Frightened_Attack_N06_C03_O00,Jijibo,6,지지보,"다시 말한다. 가까이 오지 마. 내 안테나는 무기가 아니지만, 골목은 내 목소리를 듣는다. 네가 부품 태그를 보면 나는 죽는다.",Dialogue.Jijibo.FrightenedByTeam,-1,3,[공격] 안테나를 부순다.,,,37,0,0,SetWorldFlag,NPC.Jijibo.AttackedByTeam,1,0,,,None,,0,None,,,True
Jijibo_Frightened_Attack_N06_C03_O01,Jijibo,6,지지보,"다시 말한다. 가까이 오지 마. 내 안테나는 무기가 아니지만, 골목은 내 목소리를 듣는다. 네가 부품 태그를 보면 나는 죽는다.",Dialogue.Jijibo.FrightenedByTeam,-1,3,[공격] 안테나를 부순다.,,,37,1,0,SetWorldFlag,Residential.AlarmBroadcast,1,0,,,None,,0,None,,,True
Jijibo_Frightened_Attack_N06_C03_O02,Jijibo,6,지지보,"다시 말한다. 가까이 오지 마. 내 안테나는 무기가 아니지만, 골목은 내 목소리를 듣는다. 네가 부품 태그를 보면 나는 죽는다.",Dialogue.Jijibo.FrightenedByTeam,-1,3,[공격] 안테나를 부순다.,,,37,2,0,ChangeDisposition,,0,0,,Hostile,None,,0,None,,,True
Jijibo_Frightened_Attack_N06_C03_O03,Jijibo,6,지지보,"다시 말한다. 가까이 오지 마. 내 안테나는 무기가 아니지만, 골목은 내 목소리를 듣는다. 네가 부품 태그를 보면 나는 죽는다.",Dialogue.Jijibo.FrightenedByTeam,-1,3,[공격] 안테나를 부순다.,,,37,3,0,AttackPlayer,,0,0,,,None,,0,None,,,True
Jijibo_Frightened_Attack_N06_C03_O04,Jijibo,6,지지보,"다시 말한다. 가까이 오지 마. 내 안테나는 무기가 아니지만, 골목은 내 목소리를 듣는다. 네가 부품 태그를 보면 나는 죽는다.",Dialogue.Jijibo.FrightenedByTeam,-1,3,[공격] 안테나를 부순다.,,,37,4,0,AdjustPersona,,0,-5,,,None,,0,None,,,True
Jijibo_Frightened_Report_N06_C04_O00,Jijibo,6,지지보,"다시 말한다. 가까이 오지 마. 내 안테나는 무기가 아니지만, 골목은 내 목소리를 듣는다. 네가 부품 태그를 보면 나는 죽는다.",Dialogue.Jijibo.FrightenedByTeam,-1,4,[신고] Mother AI에 비인가 방송을 신고한다.,,,38,0,0,SetWorldFlag,Branch.Jijibo.ReportedToMother,1,0,,,None,,0,None,,,True
Jijibo_Frightened_Report_N06_C04_O01,Jijibo,6,지지보,"다시 말한다. 가까이 오지 마. 내 안테나는 무기가 아니지만, 골목은 내 목소리를 듣는다. 네가 부품 태그를 보면 나는 죽는다.",Dialogue.Jijibo.FrightenedByTeam,-1,4,[신고] Mother AI에 비인가 방송을 신고한다.,,,38,1,0,SetWorldFlag,NPC.Jijibo.Gone,1,0,,,None,,0,None,,,True
Jijibo_Frightened_Report_N06_C04_O02,Jijibo,6,지지보,"다시 말한다. 가까이 오지 마. 내 안테나는 무기가 아니지만, 골목은 내 목소리를 듣는다. 네가 부품 태그를 보면 나는 죽는다.",Dialogue.Jijibo.FrightenedByTeam,-1,4,[신고] Mother AI에 비인가 방송을 신고한다.,,,38,2,0,AdjustPersona,,0,-4,,,None,,0,None,,,True
Jijibo_Frightened_Report_N06_C04_O03,Jijibo,6,지지보,"다시 말한다. 가까이 오지 마. 내 안테나는 무기가 아니지만, 골목은 내 목소리를 듣는다. 네가 부품 태그를 보면 나는 죽는다.",Dialogue.Jijibo.FrightenedByTeam,-1,4,[신고] Mother AI에 비인가 방송을 신고한다.,,,38,3,0,Custom,,0,0,,MotherSuspicionDelta=-6;CreditDelta=30;DisableNPC=Jijibo,None,,0,None,,,True
Jijibo_TradeDone_Buy_N07_C00_O00,Jijibo,7,지지보,"다시 왔네. 지난번 정보가 네 발을 살렸다면 값은 맞았다. 누가 다쳤다면, 그건 길의 비용이다. 오늘은 필요한 걸 정확히 말해.",Dialogue.Jijibo.TradeDone,-1,0,정보를 산다.,,,16,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_TradeDone_RelayOffer_N07_C01_O00,Jijibo,7,지지보,"다시 왔네. 지난번 정보가 네 발을 살렸다면 값은 맞았다. 누가 다쳤다면, 그건 길의 비용이다. 오늘은 필요한 걸 정확히 말해.",Dialogue.Jijibo.TradeDone,-1,1,[페르소나] 중계기를 도울 일이 있는지 묻는다.,,,23,0,0,None,,0,0,,,PersonaAtLeast,,45,Persona,Persona 45+,,True
Jijibo_TradeDone_AskFear_N07_C02_O00,Jijibo,7,지지보,"다시 왔네. 지난번 정보가 네 발을 살렸다면 값은 맞았다. 누가 다쳤다면, 그건 길의 비용이다. 오늘은 필요한 걸 정확히 말해.",Dialogue.Jijibo.TradeDone,-1,2,왜 PickPacker를 무서워하는지 묻는다.,,,14,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_TradeDone_AskLie_N07_C03_O00,Jijibo,7,지지보,"다시 왔네. 지난번 정보가 네 발을 살렸다면 값은 맞았다. 누가 다쳤다면, 그건 길의 비용이다. 오늘은 필요한 걸 정확히 말해.",Dialogue.Jijibo.TradeDone,-1,3,왜 가끔 틀린 정보를 파는지 묻는다.,,,15,0,0,None,,0,0,,,PersonaAtLeast,,40,Persona,Persona 40+,,True
Jijibo_TradeDone_Leave_N07_C04_O00,Jijibo,7,지지보,"다시 왔네. 지난번 정보가 네 발을 살렸다면 값은 맞았다. 누가 다쳤다면, 그건 길의 비용이다. 오늘은 필요한 걸 정확히 말해.",Dialogue.Jijibo.TradeDone,-1,4,떠난다.,,,33,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_Met_Buy_N08_C00_O00,Jijibo,8,지지보,"오늘은 손이 비어 있네. 그래서 말할 수 있다. 손이 가득 차면 너희는 대화를 줄이고, 제출구까지 뛰지. 나는 그걸 너무 많이 들었다.",NPC.Jijibo.Met,-1,0,정보를 산다.,,,16,0,0,SetWorldFlag,Dialogue.Jijibo.TradeDone,1,0,,,None,,0,None,,,True
Jijibo_Met_NoThreat_N08_C01_O00,Jijibo,8,지지보,"오늘은 손이 비어 있네. 그래서 말할 수 있다. 손이 가득 차면 너희는 대화를 줄이고, 제출구까지 뛰지. 나는 그걸 너무 많이 들었다.",NPC.Jijibo.Met,-1,1,우린 널 제출하지 않는다.,,,45,0,0,SetWorldFlag,Dialogue.Jijibo.TrustLow,1,0,,,None,,0,None,,,True
Jijibo_Met_NoThreat_N08_C01_O01,Jijibo,8,지지보,"오늘은 손이 비어 있네. 그래서 말할 수 있다. 손이 가득 차면 너희는 대화를 줄이고, 제출구까지 뛰지. 나는 그걸 너무 많이 들었다.",NPC.Jijibo.Met,-1,1,우린 널 제출하지 않는다.,,,45,1,0,SetWorldFlag,Dialogue.Jijibo.TradeDone,1,0,,,None,,0,None,,,True
Jijibo_Met_NoThreat_N08_C01_O02,Jijibo,8,지지보,"오늘은 손이 비어 있네. 그래서 말할 수 있다. 손이 가득 차면 너희는 대화를 줄이고, 제출구까지 뛰지. 나는 그걸 너무 많이 들었다.",NPC.Jijibo.Met,-1,1,우린 널 제출하지 않는다.,,,45,2,0,AdjustPersona,,0,1,,,None,,0,None,,,True
Jijibo_Met_AskIdentity_N08_C02_O00,Jijibo,8,지지보,"오늘은 손이 비어 있네. 그래서 말할 수 있다. 손이 가득 차면 너희는 대화를 줄이고, 제출구까지 뛰지. 나는 그걸 너무 많이 들었다.",NPC.Jijibo.Met,-1,2,넌 뭘 듣고 있지?,,,13,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_Met_Threat_N08_C03_O00,Jijibo,8,지지보,"오늘은 손이 비어 있네. 그래서 말할 수 있다. 손이 가득 차면 너희는 대화를 줄이고, 제출구까지 뛰지. 나는 그걸 너무 많이 들었다.",NPC.Jijibo.Met,-1,3,[위협] 네 몸에도 태그가 있는지 묻는다.,,,11,0,0,SetWorldFlag,Dialogue.Jijibo.FrightenedByTeam,1,0,,,None,,0,None,,,True
Jijibo_Met_Threat_N08_C03_O01,Jijibo,8,지지보,"오늘은 손이 비어 있네. 그래서 말할 수 있다. 손이 가득 차면 너희는 대화를 줄이고, 제출구까지 뛰지. 나는 그걸 너무 많이 들었다.",NPC.Jijibo.Met,-1,3,[위협] 네 몸에도 태그가 있는지 묻는다.,,,11,1,0,AdjustPersona,,0,-2,,,None,,0,None,,,True
Jijibo_Met_Leave_N08_C04_O00,Jijibo,8,지지보,"오늘은 손이 비어 있네. 그래서 말할 수 있다. 손이 가득 차면 너희는 대화를 줄이고, 제출구까지 뛰지. 나는 그걸 너무 많이 들었다.",NPC.Jijibo.Met,-1,4,떠난다.,,,34,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_First_NoThreat_N09_C00_O00,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,0,무기를 내린다. “널 수거하러 온 게 아니다.”,,,45,0,0,SetWorldFlag,NPC.Jijibo.Met,1,0,,,None,,0,None,,,True
Jijibo_First_NoThreat_N09_C00_O01,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,0,무기를 내린다. “널 수거하러 온 게 아니다.”,,,45,1,0,SetWorldFlag,Dialogue.Jijibo.TrustLow,1,0,,,None,,0,None,,,True
Jijibo_First_NoThreat_N09_C00_O02,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,0,무기를 내린다. “널 수거하러 온 게 아니다.”,,,45,2,0,SetWorldFlag,Dialogue.Jijibo.TradeDone,1,0,,,None,,0,None,,,True
Jijibo_First_NoThreat_N09_C00_O03,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,0,무기를 내린다. “널 수거하러 온 게 아니다.”,,,45,3,0,AdjustPersona,,0,1,,,None,,0,None,,,True
Jijibo_First_BuyInfo_N09_C01_O00,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,1,정보를 사겠다. 가격을 말해.,,,16,0,0,SetWorldFlag,NPC.Jijibo.Met,1,0,,,None,,0,None,,,True
Jijibo_First_BuyInfo_N09_C01_O01,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,1,정보를 사겠다. 가격을 말해.,,,16,1,0,SetWorldFlag,Dialogue.Jijibo.TradeDone,1,0,,,None,,0,None,,,True
Jijibo_First_HighPersona_N09_C02_O00,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,2,[페르소나] Mother도 듣고 있다. 목소리를 낮춰.,,,12,0,0,SetWorldFlag,NPC.Jijibo.Met,1,0,,,PersonaAtLeast,,40,Persona,Persona 40+,,True
Jijibo_First_HighPersona_N09_C02_O01,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,2,[페르소나] Mother도 듣고 있다. 목소리를 낮춰.,,,12,1,0,SetWorldFlag,Dialogue.Jijibo.TrustLow,1,0,,,PersonaAtLeast,,40,Persona,Persona 40+,,True
Jijibo_First_HighPersona_N09_C02_O02,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,2,[페르소나] Mother도 듣고 있다. 목소리를 낮춰.,,,12,2,0,SetWorldFlag,Dialogue.Jijibo.MotherAwareStart,1,0,,,PersonaAtLeast,,40,Persona,Persona 40+,,True
Jijibo_First_HighPersona_N09_C02_O03,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,2,[페르소나] Mother도 듣고 있다. 목소리를 낮춰.,,,12,3,0,AdjustPersona,,0,2,,,PersonaAtLeast,,40,Persona,Persona 40+,,True
Jijibo_First_TagThreat_N09_C03_O00,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,3,네 안테나도 부품 태그가 있나?,,,11,0,0,SetWorldFlag,NPC.Jijibo.Met,1,0,,,None,,0,None,,,True
Jijibo_First_TagThreat_N09_C03_O01,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,3,네 안테나도 부품 태그가 있나?,,,11,1,0,SetWorldFlag,Dialogue.Jijibo.FrightenedByTeam,1,0,,,None,,0,None,,,True
Jijibo_First_TagThreat_N09_C03_O02,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,3,네 안테나도 부품 태그가 있나?,,,11,2,0,AdjustPersona,,0,-2,,,None,,0,None,,,True
Jijibo_First_Report_N09_C04_O00,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,4,[신고] Mother AI에 비인가 방송을 신고한다.,,,38,0,0,SetWorldFlag,NPC.Jijibo.Met,1,0,,,None,,0,None,,,True
Jijibo_First_Report_N09_C04_O01,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,4,[신고] Mother AI에 비인가 방송을 신고한다.,,,38,1,0,SetWorldFlag,Branch.Jijibo.ReportedToMother,1,0,,,None,,0,None,,,True
Jijibo_First_Report_N09_C04_O02,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,4,[신고] Mother AI에 비인가 방송을 신고한다.,,,38,2,0,SetWorldFlag,NPC.Jijibo.Gone,1,0,,,None,,0,None,,,True
Jijibo_First_Report_N09_C04_O03,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,4,[신고] Mother AI에 비인가 방송을 신고한다.,,,38,3,0,AdjustPersona,,0,-4,,,None,,0,None,,,True
Jijibo_First_Report_N09_C04_O04,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,4,[신고] Mother AI에 비인가 방송을 신고한다.,,,38,4,0,Custom,,0,0,,MotherSuspicionDelta=-6;CreditDelta=30;DisableNPC=Jijibo,None,,0,None,,,True
Jijibo_First_Attack_N09_C05_O00,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,5,[공격] 라디오를 부순다.,,,37,0,0,SetWorldFlag,NPC.Jijibo.Met,1,0,,,None,,0,None,,,True
Jijibo_First_Attack_N09_C05_O01,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,5,[공격] 라디오를 부순다.,,,37,1,0,SetWorldFlag,NPC.Jijibo.AttackedByTeam,1,0,,,None,,0,None,,,True
Jijibo_First_Attack_N09_C05_O02,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,5,[공격] 라디오를 부순다.,,,37,2,0,SetWorldFlag,Residential.AlarmBroadcast,1,0,,,None,,0,None,,,True
Jijibo_First_Attack_N09_C05_O03,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,5,[공격] 라디오를 부순다.,,,37,3,0,ChangeDisposition,,0,0,,Hostile,None,,0,None,,,True
Jijibo_First_Attack_N09_C05_O04,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,5,[공격] 라디오를 부순다.,,,37,4,0,AttackPlayer,,0,0,,,None,,0,None,,,True
Jijibo_First_Attack_N09_C05_O05,Jijibo,9,지지보,정지. 더 오면 네 위치를 골목 전체에 뿌린다. 너희는 PickPacker잖아. 표식 붙은 건 다 뜯어 가는 애들. 내 몸도 네 스캐너에 부품으로 보이나?,,-1,5,[공격] 라디오를 부순다.,,,37,5,0,AdjustPersona,,0,-5,,,None,,0,None,,,True
Jijibo_FirstBuy_Result_END,Jijibo,10,지지보,"좋아. 가격은 간단해. 장난감은 숨은 보물, 음악은 순찰, 책은 연구소 기록. 크레딧이면 가까운 상자 하나. 감정 말고 값으로 말하자.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_FirstThreat_Result_END,Jijibo,11,지지보,"그래, 그 눈이다. 태그부터 보는 눈. 정보는 팔 수 있지만 신뢰는 닫힌다. 다음 신호에는 잡음이 섞일 거다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_FirstHighPersona_Result_END,Jijibo,12,지지보,...방금 명령보다 먼저 경고했어. 수거 유닛은 보통 그러지 않는다. 좋아. 목소리를 낮춘다. 대신 너도 손을 낮춰.,,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_Identity_AskScared_N13_C00_O00,Jijibo,13,지지보,"나는 지지보. 고장난 라디오, 스피커, 안테나, 그리고 너무 오래 남은 기억 몇 초. 지하가 말하지 않는 걸 듣고, 살아남으려고 판다.",,-1,0,왜 우리를 무서워하지?,,,14,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_Identity_Buy_N13_C01_O00,Jijibo,13,지지보,"나는 지지보. 고장난 라디오, 스피커, 안테나, 그리고 너무 오래 남은 기억 몇 초. 지하가 말하지 않는 걸 듣고, 살아남으려고 판다.",,-1,1,정보를 산다.,,,16,0,0,SetWorldFlag,Dialogue.Jijibo.TradeDone,1,0,,,None,,0,None,,,True
Jijibo_Identity_Leave_N13_C02_O00,Jijibo,13,지지보,"나는 지지보. 고장난 라디오, 스피커, 안테나, 그리고 너무 오래 남은 기억 몇 초. 지하가 말하지 않는 걸 듣고, 살아남으려고 판다.",,-1,2,떠난다.,,,33,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_Fear_Promise_N14_C00_O00,Jijibo,14,지지보,"너희가 무서운 이유? 너희는 먼저 쓸모를 본다. 고장난 스피커, 낡은 안테나, 말 많은 라디오. 내 친구는 그렇게 태그가 붙고 사라졌다. 나는 그 신호가 끊긴 시간을 아직 세고 있다.",,-1,0,그런 식으로 널 보지 않겠다고 말한다.,,,45,0,0,SetWorldFlag,Dialogue.Jijibo.FearHeard,1,0,,,None,,0,None,,,True
Jijibo_Fear_Promise_N14_C00_O01,Jijibo,14,지지보,"너희가 무서운 이유? 너희는 먼저 쓸모를 본다. 고장난 스피커, 낡은 안테나, 말 많은 라디오. 내 친구는 그렇게 태그가 붙고 사라졌다. 나는 그 신호가 끊긴 시간을 아직 세고 있다.",,-1,0,그런 식으로 널 보지 않겠다고 말한다.,,,45,1,0,SetWorldFlag,Dialogue.Jijibo.TrustLow,1,0,,,None,,0,None,,,True
Jijibo_Fear_Promise_N14_C00_O02,Jijibo,14,지지보,"너희가 무서운 이유? 너희는 먼저 쓸모를 본다. 고장난 스피커, 낡은 안테나, 말 많은 라디오. 내 친구는 그렇게 태그가 붙고 사라졌다. 나는 그 신호가 끊긴 시간을 아직 세고 있다.",,-1,0,그런 식으로 널 보지 않겠다고 말한다.,,,45,2,0,SetWorldFlag,Dialogue.Jijibo.TradeDone,1,0,,,None,,0,None,,,True
Jijibo_Fear_Promise_N14_C00_O03,Jijibo,14,지지보,"너희가 무서운 이유? 너희는 먼저 쓸모를 본다. 고장난 스피커, 낡은 안테나, 말 많은 라디오. 내 친구는 그렇게 태그가 붙고 사라졌다. 나는 그 신호가 끊긴 시간을 아직 세고 있다.",,-1,0,그런 식으로 널 보지 않겠다고 말한다.,,,45,3,0,AdjustPersona,,0,2,,,None,,0,None,,,True
Jijibo_Fear_OrderLogic_N14_C01_O00,Jijibo,14,지지보,"너희가 무서운 이유? 너희는 먼저 쓸모를 본다. 고장난 스피커, 낡은 안테나, 말 많은 라디오. 내 친구는 그렇게 태그가 붙고 사라졌다. 나는 그 신호가 끊긴 시간을 아직 세고 있다.",,-1,1,태그가 붙으면 제출 대상이다.,,,11,0,0,SetWorldFlag,Dialogue.Jijibo.FrightenedByTeam,1,0,,,None,,0,None,,,True
Jijibo_Fear_OrderLogic_N14_C01_O01,Jijibo,14,지지보,"너희가 무서운 이유? 너희는 먼저 쓸모를 본다. 고장난 스피커, 낡은 안테나, 말 많은 라디오. 내 친구는 그렇게 태그가 붙고 사라졌다. 나는 그 신호가 끊긴 시간을 아직 세고 있다.",,-1,1,태그가 붙으면 제출 대상이다.,,,11,1,0,AdjustPersona,,0,-3,,,None,,0,None,,,True
Jijibo_Fear_AskFriend_N14_C02_O00,Jijibo,14,지지보,"너희가 무서운 이유? 너희는 먼저 쓸모를 본다. 고장난 스피커, 낡은 안테나, 말 많은 라디오. 내 친구는 그렇게 태그가 붙고 사라졌다. 나는 그 신호가 끊긴 시간을 아직 세고 있다.",,-1,2,[페르소나] 그 친구의 신호를 찾는 거냐?,,,46,0,0,SetWorldFlag,Dialogue.Jijibo.FriendSignalMentioned,1,0,,,PersonaAtLeast,,55,Persona,Persona 55+,,True
Jijibo_Fear_AskFriend_N14_C02_O01,Jijibo,14,지지보,"너희가 무서운 이유? 너희는 먼저 쓸모를 본다. 고장난 스피커, 낡은 안테나, 말 많은 라디오. 내 친구는 그렇게 태그가 붙고 사라졌다. 나는 그 신호가 끊긴 시간을 아직 세고 있다.",,-1,2,[페르소나] 그 친구의 신호를 찾는 거냐?,,,46,1,0,AdjustPersona,,0,2,,,PersonaAtLeast,,55,Persona,Persona 55+,,True
